consecutive_number,state_name,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,number_of_fatalities
180058,Indiana,4470,2,2,2015,2,6,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180728,Indiana,2210,5,12,2015,7,19,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180139,Indiana,460,1,4,2015,4,7,43,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180371,Indiana,2570,17,7,2015,6,17,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180119,Indiana,2210,7,3,2015,7,17,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180120,Indiana,3510,15,3,2015,1,16,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180519,Indiana,3140,2,9,2015,4,5,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180300,Indiana,460,9,6,2015,3,3,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180604,Indiana,5350,14,10,2015,4,16,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180782,Indiana,2890,30,12,2015,4,18,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,4
180249,Indiana,3670,3,5,2015,1,17,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180678,Indiana,840,15,11,2015,1,19,51,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180461,Indiana,1580,13,8,2015,5,17,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180599,Indiana,4840,6,10,2015,3,13,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180607,Indiana,4480,7,10,2015,4,21,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180533,Indiana,1930,22,9,2015,3,21,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180654,Indiana,3360,8,11,2015,1,8,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180024,Indiana,0,7,1,2015,4,18,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180452,Indiana,3360,30,7,2015,5,8,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180409,Indiana,251,28,7,2015,3,19,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180670,Indiana,960,3,11,2015,3,7,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180208,Indiana,830,4,5,2015,2,22,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180487,Indiana,2760,21,8,2015,6,18,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180546,Indiana,3130,16,9,2015,4,13,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180143,Indiana,760,23,2,2015,2,21,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180306,Indiana,990,11,6,2015,5,17,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,3
180583,Indiana,612,9,10,2015,6,17,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180262,Indiana,4580,1,6,2015,2,14,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180018,Indiana,2800,10,1,2015,7,17,1,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180248,Indiana,4300,28,5,2015,5,1,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180641,Indiana,4790,29,10,2015,5,9,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180554,Indiana,2210,10,7,2015,6,21,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180312,Indiana,4900,1,6,2015,2,20,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180701,Indiana,4470,19,11,2015,5,17,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180472,Indiana,3060,22,8,2015,7,16,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180589,Indiana,5350,7,10,2015,4,20,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180054,Indiana,3480,30,1,2015,6,21,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180112,Indiana,1100,14,3,2015,7,15,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180495,Indiana,3940,25,8,2015,3,12,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180773,Indiana,1730,23,12,2015,4,22,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180475,Indiana,320,22,8,2015,7,11,8,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180600,Indiana,440,11,10,2015,1,9,44,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180105,Indiana,770,4,3,2015,4,5,34,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180430,Indiana,1150,5,8,2015,4,9,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180725,Indiana,1280,13,11,2015,6,20,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180558,Indiana,4840,18,9,2015,6,21,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180683,Indiana,1880,13,9,2015,1,15,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180243,Indiana,1480,28,4,2015,3,6,21,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180545,Indiana,4630,15,9,2015,3,17,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180040,Indiana,3400,23,1,2015,6,9,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180564,Indiana,670,6,10,2015,3,12,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180706,Indiana,180,28,11,2015,7,8,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180553,Indiana,1580,30,9,2015,4,16,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180366,Indiana,2610,15,7,2015,4,6,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180520,Indiana,1730,16,9,2015,4,10,51,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180184,Indiana,2210,21,4,2015,3,6,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180700,Indiana,3940,14,11,2015,7,20,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180225,Indiana,5085,17,5,2015,1,21,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180489,Indiana,5200,31,8,2015,2,14,1,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180685,Indiana,2917,23,9,2015,4,16,34,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180299,Indiana,2210,8,6,2015,2,8,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180050,Indiana,800,18,1,2015,1,12,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180596,Indiana,3100,12,10,2015,2,17,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180726,Indiana,2210,24,11,2015,3,22,39,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180092,Indiana,5390,7,2,2015,7,14,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180602,Indiana,2210,9,10,2015,6,23,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180343,Indiana,2450,26,6,2015,6,13,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180394,Indiana,3990,10,6,2015,4,12,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180191,Indiana,2010,28,4,2015,3,7,37,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180642,Indiana,1143,30,10,2015,6,16,27,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180327,Indiana,2480,24,6,2015,4,9,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180619,Indiana,2210,19,10,2015,2,15,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180114,Indiana,1480,14,3,2015,7,22,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180784,Indiana,2210,25,12,2015,6,1,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180275,Indiana,3163,30,5,2015,7,23,3,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180094,Indiana,3670,17,2,2015,3,17,38,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180266,Indiana,2210,28,5,2015,5,13,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180437,Indiana,1410,10,8,2015,2,22,44,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180326,Indiana,604,22,6,2015,2,0,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180450,Indiana,4310,22,7,2015,4,23,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180268,Indiana,4120,2,6,2015,3,18,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180590,Indiana,3110,9,10,2015,6,6,34,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180668,Indiana,4025,30,9,2015,4,21,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180246,Indiana,5110,23,5,2015,7,15,37,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180216,Indiana,2210,14,5,2015,5,18,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180210,Indiana,140,6,5,2015,4,19,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180467,Indiana,4840,14,8,2015,6,18,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180762,Indiana,4580,25,12,2015,6,1,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180396,Indiana,2480,23,7,2015,5,11,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180598,Indiana,4740,10,10,2015,7,13,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180535,Indiana,5250,23,9,2015,4,12,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180067,Indiana,2210,10,2,2015,3,15,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180157,Indiana,1100,15,4,2015,4,14,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180550,Indiana,220,22,9,2015,3,3,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180333,Indiana,2210,16,6,2015,3,10,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180669,Indiana,1730,30,10,2015,6,1,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180181,Indiana,2210,17,4,2015,6,20,31,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180506,Indiana,1580,7,9,2015,2,16,46,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180367,Indiana,1460,20,6,2015,7,14,43,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180110,Indiana,1580,14,3,2015,7,16,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180377,Indiana,2210,11,7,2015,7,3,43,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180648,Indiana,1580,12,10,2015,2,0,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180395,Indiana,5390,11,6,2015,5,19,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180035,Indiana,2210,17,1,2015,7,6,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180491,Indiana,1950,15,8,2015,7,16,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180279,Indiana,251,4,6,2015,5,17,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180779,Indiana,2210,13,12,2015,1,2,37,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180167,Indiana,3590,19,4,2015,1,3,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180532,Indiana,1310,16,9,2015,4,19,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180783,Indiana,950,3,12,2015,5,5,31,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180528,Indiana,4364,19,9,2015,7,14,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180271,Indiana,2210,1,6,2015,2,18,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180742,Indiana,2210,10,12,2015,5,0,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180448,Indiana,560,30,7,2015,5,17,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180135,Indiana,1310,28,3,2015,7,9,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180185,Indiana,4820,23,4,2015,5,14,44,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180505,Indiana,1580,6,9,2015,1,2,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180357,Indiana,1310,5,7,2015,1,3,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180330,Indiana,1480,20,4,2015,2,15,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180621,Indiana,4750,11,10,2015,1,18,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180193,Indiana,1580,28,4,2015,3,21,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180033,Indiana,1640,18,1,2015,1,22,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180672,Indiana,4270,30,8,2015,1,1,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180390,Indiana,3370,25,7,2015,7,17,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180323,Indiana,5030,11,6,2015,5,18,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180750,Indiana,1950,18,12,2015,6,21,21,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180540,Indiana,1310,23,9,2015,4,6,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180613,Indiana,990,17,10,2015,7,3,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180788,Indiana,4060,11,1,2015,1,3,39,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180609,Indiana,251,10,10,2015,7,23,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180192,Indiana,2210,26,4,2015,1,17,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180720,Indiana,3163,12,9,2015,7,3,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180147,Indiana,2210,28,3,2015,7,19,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180656,Indiana,2630,5,4,2015,1,17,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180473,Indiana,2420,21,8,2015,6,20,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180687,Indiana,1100,8,11,2015,1,18,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180095,Indiana,2760,22,2,2015,1,5,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180388,Indiana,2120,25,7,2015,7,2,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180150,Indiana,4840,7,4,2015,3,19,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180329,Indiana,2210,6,2,2015,6,0,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180276,Indiana,380,2,6,2015,3,22,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180236,Indiana,2660,2,5,2015,7,3,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180145,Indiana,2430,2,4,2015,5,5,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180155,Indiana,2560,11,3,2015,4,12,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180421,Indiana,2480,3,8,2015,2,22,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180466,Indiana,1650,5,8,2015,4,12,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180618,Indiana,4340,19,10,2015,2,7,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180232,Indiana,2430,18,5,2015,2,7,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180512,Indiana,2630,28,8,2015,6,5,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180205,Indiana,140,3,5,2015,1,4,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180721,Indiana,1950,14,10,2015,4,13,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180340,Indiana,2210,26,6,2015,6,2,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180776,Indiana,1310,19,12,2015,7,19,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180481,Indiana,710,25,8,2015,3,9,44,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180354,Indiana,1580,7,7,2015,3,19,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180412,Indiana,5160,2,8,2015,1,5,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180587,Indiana,2210,2,10,2015,6,3,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180012,Indiana,870,8,1,2015,5,9,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180121,Indiana,820,16,3,2015,2,21,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180410,Indiana,3590,2,8,2015,1,3,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180297,Indiana,1480,7,6,2015,1,4,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180665,Indiana,3950,16,10,2015,6,10,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180484,Indiana,4210,21,8,2015,6,19,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180173,Indiana,900,15,4,2015,4,12,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180298,Indiana,990,11,6,2015,5,14,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180502,Indiana,3500,2,9,2015,4,16,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180037,Indiana,2060,18,1,2015,1,16,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180653,Indiana,460,24,10,2015,7,10,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180282,Indiana,2972,5,6,2015,6,16,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180730,Indiana,990,3,12,2015,5,11,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180034,Indiana,3670,16,1,2015,6,2,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180614,Indiana,340,12,10,2015,2,17,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180441,Indiana,2950,12,8,2015,4,11,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180593,Indiana,3330,5,9,2015,7,3,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180235,Indiana,1030,17,5,2015,1,11,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180163,Indiana,260,4,4,2015,7,18,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180287,Indiana,2450,23,5,2015,7,19,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180562,Indiana,2260,5,10,2015,2,15,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180645,Indiana,140,2,11,2015,2,15,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180194,Indiana,4250,27,4,2015,2,20,27,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180389,Indiana,2120,25,7,2015,7,8,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180411,Indiana,3010,2,8,2015,1,15,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180772,Indiana,2860,14,11,2015,7,23,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180761,Indiana,2515,24,12,2015,5,6,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180015,Indiana,2060,8,1,2015,5,5,28,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180019,Indiana,740,2,1,2015,6,14,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,3
180072,Indiana,2890,10,2,2015,3,19,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180176,Indiana,1410,26,4,2015,1,3,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180059,Indiana,2890,7,2,2015,7,19,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180376,Indiana,1060,16,7,2015,5,22,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180650,Indiana,9997,30,10,2015,6,21,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180318,Indiana,4025,20,6,2015,7,3,43,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180030,Indiana,820,20,1,2015,3,1,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180713,Indiana,3710,10,9,2015,5,12,34,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180555,Indiana,1480,23,9,2015,4,13,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180611,Indiana,5160,16,10,2015,6,15,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180626,Indiana,3830,25,10,2015,1,11,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180043,Indiana,4025,30,1,2015,6,2,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180180,Indiana,1000,18,4,2015,7,4,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180718,Indiana,3100,3,12,2015,5,22,28,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180486,Indiana,980,27,8,2015,5,10,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180355,Indiana,5020,5,5,2015,3,6,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180093,Indiana,2730,2,3,2015,2,16,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180188,Indiana,380,24,4,2015,6,16,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180284,Indiana,2890,18,4,2015,7,20,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180004,Indiana,3440,3,1,2015,7,3,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180032,Indiana,2160,17,1,2015,7,7,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180269,Indiana,2480,2,6,2015,3,12,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180413,Indiana,3850,1,8,2015,7,0,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180231,Indiana,4840,19,5,2015,3,4,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180124,Indiana,990,21,3,2015,7,1,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180420,Indiana,1370,15,6,2015,2,22,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180471,Indiana,4630,21,8,2015,6,1,52,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180717,Indiana,4480,3,12,2015,5,8,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180289,Indiana,5010,7,6,2015,1,10,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180370,Indiana,480,17,7,2015,6,14,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180592,Indiana,3450,12,10,2015,2,11,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180539,Indiana,3950,15,9,2015,3,19,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180088,Indiana,1206,27,2,2015,6,4,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180490,Indiana,4450,15,8,2015,7,4,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180258,Indiana,2450,23,5,2015,7,22,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180251,Indiana,4260,26,5,2015,3,22,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180360,Indiana,2750,3,7,2015,6,15,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180521,Indiana,2010,14,8,2015,6,4,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180576,Indiana,1890,28,7,2015,3,16,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180255,Indiana,4130,18,5,2015,2,0,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180681,Indiana,2830,14,11,2015,7,2,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180156,Indiana,4470,9,4,2015,5,19,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180196,Indiana,4190,2,5,2015,7,13,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180294,Indiana,2760,9,6,2015,3,19,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180694,Indiana,4150,17,9,2015,5,12,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180087,Indiana,1860,26,2,2015,5,23,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180542,Indiana,2890,24,9,2015,5,14,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180013,Indiana,220,9,1,2015,6,15,21,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180091,Indiana,2890,28,2,2015,7,11,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180083,Indiana,4420,17,2,2015,3,7,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180079,Indiana,790,12,2,2015,5,12,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180418,Indiana,1534,2,8,2015,1,3,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180362,Indiana,1410,5,7,2015,1,11,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180712,Indiana,1788,26,11,2015,5,5,1,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180699,Indiana,2430,22,11,2015,1,18,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180001,Indiana,1480,1,1,2015,5,1,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180204,Indiana,630,3,5,2015,1,0,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180078,Indiana,1730,8,2,2015,1,4,34,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,3
180507,Indiana,4870,13,8,2015,5,21,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180363,Indiana,5210,9,7,2015,5,12,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180082,Indiana,940,7,2,2015,7,21,46,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180711,Indiana,1410,29,11,2015,1,22,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180417,Indiana,5020,30,7,2015,5,23,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180625,Indiana,1920,22,10,2015,5,10,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180498,Indiana,990,2,9,2015,4,16,27,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180136,Indiana,1410,29,3,2015,1,3,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
