consecutive_number,state_name,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,number_of_fatalities
200296,Kansas,2290,26,11,2015,5,13,55,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
200297,Kansas,2498,26,11,2015,5,16,35,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
200021,Kansas,0,31,1,2015,7,3,35,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
200298,Kansas,4140,27,11,2015,6,9,57,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
200319,Kansas,2680,13,12,2015,1,16,16,11,Blowing Snow,10,Cloudy,11,Blowing Snow,1
200060,Kansas,0,25,3,2015,4,12,25,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
200329,Kansas,0,26,12,2015,7,16,35,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
320051,Nevada,0,14,4,2015,3,21,9,10,Cloudy,7,"Blowing Sand, Soil, Dirt",7,"Blowing Sand, Soil, Dirt",1
410405,Oregon,0,30,11,2015,2,23,2,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410323,Oregon,0,31,8,2015,2,7,55,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410385,Oregon,0,19,8,2015,4,16,6,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410262,Oregon,0,24,9,2015,5,20,12,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,2
410401,Oregon,0,30,10,2015,6,20,30,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410272,Oregon,0,3,10,2015,7,0,30,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410409,Oregon,0,13,12,2015,1,2,30,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410410,Oregon,0,16,12,2015,4,99,99,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410412,Oregon,0,26,12,2015,7,15,8,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410042,Oregon,0,24,2,2015,3,20,12,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410415,Oregon,1510,31,12,2015,5,1,35,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410049,Oregon,1000,1,3,2015,1,1,28,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410395,Oregon,0,29,9,2015,3,16,33,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410331,Oregon,0,22,11,2015,1,0,30,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410390,Oregon,0,19,9,2015,7,1,13,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410393,Oregon,1168,25,9,2015,6,7,38,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410278,Oregon,0,5,9,2015,7,1,26,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410394,Oregon,1790,27,9,2015,1,16,30,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410380,Oregon,2065,25,6,2015,5,15,20,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410400,Oregon,0,2,11,2015,2,0,21,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410280,Oregon,0,9,10,2015,6,14,16,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,2
410333,Oregon,0,17,11,2015,3,18,17,7,"Blowing Sand, Soil, Dirt",0,No Additional Atmospheric Conditions,7,"Blowing Sand, Soil, Dirt",1
410384,Oregon,1650,9,8,2015,1,2,41,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410360,Oregon,0,19,5,2015,3,9,7,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410383,Oregon,880,18,8,2015,3,1,46,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410084,Oregon,0,11,4,2015,7,14,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410373,Oregon,0,4,5,2015,2,99,99,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410305,Oregon,0,16,11,2015,2,18,20,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410375,Oregon,0,11,5,2015,2,3,22,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410312,Oregon,0,14,11,2015,7,99,99,3,"Sleet, Hail",5,"Fog, Smog, Smoke",3,"Sleet, Hail",1
410022,Oregon,0,30,1,2015,6,10,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410086,Oregon,0,12,4,2015,1,12,1,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,2
410403,Oregon,0,20,11,2015,6,9,14,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410354,Oregon,1225,16,12,2015,4,20,6,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410406,Oregon,0,6,12,2015,1,15,55,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
10071,Alabama,50,20,2,2015,6,22,30,12,Freezing Rain or Drizzle,3,"Sleet, Hail",3,"Sleet, Hail",1
40282,Arizona,0,8,5,2015,6,12,28,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
40190,Arizona,370,14,3,2015,7,20,18,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
40298,Arizona,530,21,5,2015,5,17,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
40207,Arizona,0,22,3,2015,1,20,4,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
40843,Arizona,210,14,12,2015,2,8,11,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
40191,Arizona,0,28,3,2015,7,4,17,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
40391,Arizona,0,27,6,2015,7,12,50,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
121405,Florida,0,30,7,2015,5,9,12,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
121522,Florida,431,24,4,2015,6,20,28,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
122013,Florida,0,28,9,2015,2,5,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
131265,Georgia,3990,4,11,2015,4,14,54,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
130800,Georgia,280,19,8,2015,4,22,48,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
130976,Georgia,0,4,10,2015,1,4,2,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
180002,Indiana,2260,2,1,2015,6,5,8,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
180039,Indiana,2630,27,1,2015,3,2,40,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
180278,Indiana,2210,22,5,2015,6,22,17,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
180137,Indiana,2430,23,3,2015,2,17,40,7,"Blowing Sand, Soil, Dirt",0,No Additional Atmospheric Conditions,7,"Blowing Sand, Soil, Dirt",1
180074,Indiana,1930,12,2,2015,5,5,55,11,Blowing Snow,0,No Additional Atmospheric Conditions,11,Blowing Snow,1
180077,Indiana,2570,14,2,2015,7,10,9,11,Blowing Snow,0,No Additional Atmospheric Conditions,11,Blowing Snow,1
180765,Indiana,190,28,12,2015,2,12,39,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
180066,Indiana,4580,12,2,2015,5,7,36,7,"Blowing Sand, Soil, Dirt",11,Blowing Snow,11,Blowing Snow,1
180286,Indiana,1760,24,2,2015,3,14,18,11,Blowing Snow,0,No Additional Atmospheric Conditions,11,Blowing Snow,1
180027,Indiana,1410,18,1,2015,1,4,40,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
180008,Indiana,3350,3,1,2015,7,8,49,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
300177,Montana,0,8,11,2015,1,10,15,11,Blowing Snow,0,No Additional Atmospheric Conditions,11,Blowing Snow,1
300019,Montana,0,28,3,2015,7,14,58,6,Severe Crosswinds,7,"Blowing Sand, Soil, Dirt",6,Severe Crosswinds,1
300185,Montana,0,22,11,2015,1,16,42,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
560003,Wyoming,0,4,1,2015,1,8,32,11,Blowing Snow,10,Cloudy,11,Blowing Snow,1
560002,Wyoming,0,3,1,2015,7,7,45,11,Blowing Snow,6,Severe Crosswinds,11,Blowing Snow,2
560019,Wyoming,0,21,3,2015,7,18,5,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
50009,Arkansas,0,11,1,2015,1,5,20,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
50020,Arkansas,4270,20,1,2015,3,17,51,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
50399,Arkansas,3860,28,10,2015,4,6,8,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
50088,Arkansas,2320,14,3,2015,7,5,10,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
50242,Arkansas,560,14,7,2015,3,18,5,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
50082,Arkansas,0,12,3,2015,5,5,55,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
50035,Arkansas,0,1,2,2015,1,17,23,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
50135,Arkansas,3676,23,4,2015,5,9,45,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
50136,Arkansas,0,25,4,2015,7,6,47,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
50119,Arkansas,0,6,4,2015,2,13,5,8,Other,0,No Additional Atmospheric Conditions,8,Other,3
50058,Arkansas,0,16,2,2015,2,17,2,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
50071,Arkansas,0,28,2,2015,7,16,5,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
80497,Colorado,0,21,12,2015,2,9,50,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
80197,Colorado,0,10,6,2015,4,18,46,7,"Blowing Sand, Soil, Dirt",0,No Additional Atmospheric Conditions,7,"Blowing Sand, Soil, Dirt",2
100004,Delaware,0,12,1,2015,2,6,25,12,Freezing Rain or Drizzle,3,"Sleet, Hail",3,"Sleet, Hail",1
170742,Illinois,0,24,10,2015,7,9,29,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
170242,Illinois,1670,28,4,2015,3,12,55,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
170044,Illinois,0,14,2,2015,7,10,15,11,Blowing Snow,0,No Additional Atmospheric Conditions,11,Blowing Snow,1
170938,Illinois,2330,28,12,2015,2,12,46,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
170293,Illinois,1670,25,1,2015,1,22,29,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
170806,Illinois,160,12,12,2015,7,16,39,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
170884,Illinois,1670,28,12,2015,2,6,40,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
170109,Illinois,1670,19,1,2015,2,1,41,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
170915,Illinois,1670,12,4,2015,1,3,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
170062,Illinois,0,12,1,2015,2,15,35,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
170140,Illinois,7460,18,4,2015,7,10,14,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
210082,Kentucky,0,18,2,2015,4,17,5,11,Blowing Snow,0,No Additional Atmospheric Conditions,11,Blowing Snow,1
210057,Kentucky,1910,15,1,2015,5,11,58,7,"Blowing Sand, Soil, Dirt",0,No Additional Atmospheric Conditions,7,"Blowing Sand, Soil, Dirt",1
210005,Kentucky,780,2,1,2015,6,7,46,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
210144,Kentucky,0,14,1,2015,4,3,40,11,Blowing Snow,0,No Additional Atmospheric Conditions,11,Blowing Snow,1
210407,Kentucky,0,26,8,2015,4,19,40,7,"Blowing Sand, Soil, Dirt",0,No Additional Atmospheric Conditions,7,"Blowing Sand, Soil, Dirt",1
210035,Kentucky,0,23,1,2015,6,16,31,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
240388,Maryland,0,8,11,2015,1,12,54,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
240051,Maryland,0,9,3,2015,2,7,39,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
240436,Maryland,0,25,12,2015,6,3,36,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
240392,Maryland,0,5,11,2015,5,13,5,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,2
240010,Maryland,0,18,1,2015,1,8,10,2,Rain,3,"Sleet, Hail",3,"Sleet, Hail",1
240045,Maryland,0,1,3,2015,1,18,58,2,Rain,3,"Sleet, Hail",3,"Sleet, Hail",1
240140,Maryland,0,10,5,2015,1,23,54,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
240009,Maryland,0,18,1,2015,1,7,36,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
260084,Michigan,0,3,1,2015,7,10,15,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
260865,Michigan,0,24,12,2015,5,99,99,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
260577,Michigan,1260,16,8,2015,1,0,40,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
260529,Michigan,0,22,8,2015,7,3,15,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
260636,Michigan,0,28,9,2015,2,7,48,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
260521,Michigan,0,23,8,2015,1,2,18,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
290016,Missouri,0,7,1,2015,4,20,0,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
290424,Missouri,4120,6,7,2015,2,21,44,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
290089,Missouri,7080,28,2,2015,7,0,27,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
290019,Missouri,0,12,1,2015,2,6,59,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
290038,Missouri,7080,8,1,2015,5,5,30,8,Other,1,Clear,8,Other,1
290006,Missouri,5840,5,1,2015,2,23,0,8,Other,1,Clear,8,Other,1
290037,Missouri,7070,3,1,2015,7,0,23,8,Other,10,Cloudy,8,Other,1
290029,Missouri,0,23,1,2015,6,6,38,8,Other,10,Cloudy,8,Other,1
290094,Missouri,0,5,3,2015,5,0,7,8,Other,1,Clear,8,Other,1
290171,Missouri,4120,20,2,2015,6,19,53,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
290069,Missouri,3240,16,2,2015,2,19,10,8,Other,1,Clear,8,Other,1
290056,Missouri,7080,8,1,2015,5,6,45,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
290085,Missouri,5880,1,3,2015,1,9,45,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
290755,Missouri,4120,28,11,2015,7,8,40,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
290068,Missouri,0,15,2,2015,1,19,45,8,Other,3,"Sleet, Hail",3,"Sleet, Hail",1
290082,Missouri,0,26,2,2015,5,9,35,8,Other,1,Clear,8,Other,1
290013,Missouri,0,1,1,2015,5,7,46,8,Other,1,Clear,8,Other,1
290081,Missouri,0,20,2,2015,6,21,53,8,Other,3,"Sleet, Hail",3,"Sleet, Hail",1
290802,Missouri,7070,25,12,2015,6,2,33,8,Other,10,Cloudy,8,Other,1
290010,Missouri,0,10,1,2015,7,2,0,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
290729,Missouri,0,2,12,2015,4,0,30,8,Other,1,Clear,8,Other,1
290093,Missouri,0,20,2,2015,6,20,15,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
290018,Missouri,0,12,1,2015,2,16,52,8,Other,10,Cloudy,8,Other,1
310077,Nebraska,0,16,5,2015,7,15,0,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
310196,Nebraska,1250,26,11,2015,5,16,23,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
310059,Nebraska,0,7,4,2015,3,9,15,3,"Sleet, Hail",5,"Fog, Smog, Smoke",3,"Sleet, Hail",1
310030,Nebraska,0,3,3,2015,3,6,35,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
360903,New York,1512,27,11,2015,6,19,15,12,Freezing Rain or Drizzle,10,Cloudy,12,Freezing Rain or Drizzle,1
360243,New York,1337,20,4,2015,2,20,21,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
360242,New York,4670,3,4,2015,6,11,38,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
360926,New York,4170,6,12,2015,1,15,52,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
360810,New York,1880,8,10,2015,5,19,58,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
360640,New York,4170,17,8,2015,2,4,20,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
360020,New York,4085,12,1,2015,2,15,10,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
360049,New York,5323,24,1,2015,7,16,57,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",2
360022,New York,1169,12,1,2015,2,13,0,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
360094,New York,5350,2,2,2015,2,13,27,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",2
360036,New York,5276,18,1,2015,1,11,32,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
360992,New York,1648,29,12,2015,3,1,34,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
360038,New York,3230,18,1,2015,1,17,15,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
360185,New York,705,21,3,2015,7,3,44,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",2
360019,New York,1140,12,1,2015,2,10,16,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
360081,New York,532,18,1,2015,1,10,58,12,Freezing Rain or Drizzle,0,No Additional Atmospheric Conditions,12,Freezing Rain or Drizzle,1
360003,New York,4686,3,1,2015,7,16,48,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
400066,Oklahoma,0,23,2,2015,2,13,8,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
400010,Oklahoma,0,1,1,2015,5,14,17,3,"Sleet, Hail",12,Freezing Rain or Drizzle,3,"Sleet, Hail",1
400062,Oklahoma,1877,28,2,2015,7,22,8,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
400581,Oklahoma,2000,28,11,2015,7,10,8,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
510014,Virginia,0,14,1,2015,4,5,30,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
510709,Virginia,0,22,11,2015,1,22,7,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
510097,Virginia,0,5,3,2015,5,20,59,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
510579,Virginia,0,13,11,2015,6,15,55,6,Severe Crosswinds,0,No Additional Atmospheric Conditions,6,Severe Crosswinds,1
510098,Virginia,2330,24,1,2015,7,10,54,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
510088,Virginia,0,1,3,2015,1,15,46,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
510066,Virginia,0,23,1,2015,6,19,7,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
510714,Virginia,0,18,12,2015,6,23,2,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510089,Virginia,0,5,3,2015,5,13,59,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
510061,Virginia,0,21,2,2015,7,13,55,3,"Sleet, Hail",0,No Additional Atmospheric Conditions,3,"Sleet, Hail",1
510636,Virginia,0,20,10,2015,3,4,20,8,Other,0,No Additional Atmospheric Conditions,8,Other,1
220724,Louisiana,1930,21,6,2015,1,1,21,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
220721,Louisiana,1115,1,2,2015,1,21,48,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
220725,Louisiana,1680,12,11,2015,5,23,15,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
