consecutive_number,state_name,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,number_of_fatalities
121388,Florida,0,12,6,2016,1,21,48,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
50352,Arkansas,0,20,10,2016,5,18,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
60754,California,0,21,6,2016,3,22,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
450774,South Carolina,0,5,11,2016,7,6,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220546,Louisiana,0,14,11,2016,2,18,51,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
483411,Texas,0,18,12,2016,1,0,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
371105,North Carolina,170,11,11,2016,6,4,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122450,Florida,0,17,11,2016,5,0,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
350096,New Mexico,0,21,4,2016,5,17,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220373,Louisiana,0,20,8,2016,7,2,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
350234,New Mexico,0,29,8,2016,2,1,52,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60191,California,0,10,2,2016,4,1,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
450150,South Carolina,0,11,3,2016,6,22,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
420906,Pennsylvania,0,6,10,2016,5,5,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290395,Missouri,0,11,7,2016,2,3,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130540,Georgia,0,29,5,2016,1,2,1,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,3
130422,Georgia,4830,28,4,2016,5,21,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482784,Texas,0,24,10,2016,2,20,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170229,Illinois,0,14,3,2016,2,20,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
10243,Alabama,0,5,5,2016,5,23,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400582,Oklahoma,0,21,12,2016,4,23,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40380,Arizona,0,26,6,2016,1,23,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410074,Oregon,0,3,4,2016,1,1,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
350203,New Mexico,261,17,6,2016,6,1,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170242,Illinois,3996,14,4,2016,5,0,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
420366,Pennsylvania,0,17,3,2016,5,21,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
171062,Illinois,1670,3,12,2016,7,21,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340390,New Jersey,704,21,10,2016,6,0,8,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
420866,Pennsylvania,0,12,11,2016,7,13,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
340225,New Jersey,844,20,6,2016,2,18,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170543,Illinois,0,25,7,2016,2,18,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340097,New Jersey,2130,28,3,2016,2,14,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340175,New Jersey,3705,3,4,2016,1,15,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340341,New Jersey,190,20,8,2016,7,7,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170316,Illinois,0,22,5,2016,1,15,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170254,Illinois,0,25,4,2016,2,16,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170701,Illinois,8220,17,9,2016,7,19,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
481079,Texas,1730,5,5,2016,5,5,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170802,Illinois,9997,2,10,2016,1,3,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
40740,Arizona,220,25,11,2016,6,2,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240206,Maryland,0,8,7,2016,6,4,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481759,Texas,6090,16,7,2016,7,3,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
290499,Missouri,7080,6,8,2016,7,1,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290154,Missouri,4120,3,3,2016,5,3,27,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40111,Arizona,295,19,3,2016,7,4,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
482271,Texas,6090,3,9,2016,7,4,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
330042,New Hampshire,280,25,5,2016,4,20,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
350252,New Mexico,0,24,9,2016,7,23,46,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
180714,Indiana,1090,12,11,2016,7,15,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
210295,Kentucky,1980,11,6,2016,7,22,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130058,Georgia,2060,19,1,2016,3,2,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
450636,South Carolina,520,11,9,2016,1,3,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50165,Arkansas,2880,15,5,2016,1,23,39,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
410071,Oregon,0,1,4,2016,6,22,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
131172,Georgia,3440,27,10,2016,5,4,3,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
62452,California,2480,11,9,2016,1,2,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240221,Maryland,0,24,7,2016,1,1,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
371044,North Carolina,3750,23,10,2016,1,21,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240269,Maryland,0,27,8,2016,7,3,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
123059,Florida,2360,20,11,2016,1,2,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40358,Arizona,0,7,6,2016,3,9,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370970,North Carolina,0,13,9,2016,3,16,3,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
391088,Ohio,0,29,10,2016,7,3,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
62002,California,2238,13,10,2016,5,3,1,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121185,Florida,760,3,6,2016,6,0,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170389,Illinois,0,29,5,2016,1,4,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
480228,Texas,330,24,1,2016,1,6,51,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482816,Texas,1730,27,10,2016,5,21,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170863,Illinois,850,22,10,2016,7,0,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290822,Missouri,3580,3,12,2016,7,22,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
210191,Kentucky,2090,28,4,2016,5,21,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
540167,West Virginia,1840,9,8,2016,3,4,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482804,Texas,3280,23,10,2016,1,1,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480697,Texas,2190,26,3,2016,7,2,8,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390500,Ohio,1800,20,7,2016,4,23,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482745,Texas,3280,24,10,2016,2,5,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480729,Texas,2450,19,3,2016,7,20,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
131380,Georgia,800,12,12,2016,2,3,31,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120251,Florida,0,11,3,2016,6,1,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340200,New Jersey,3370,18,4,2016,2,21,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10468,Alabama,1716,14,8,2016,1,3,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
250154,Massachusetts,670,27,7,2016,4,2,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
440015,Rhode Island,55,23,5,2016,2,0,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
290855,Missouri,1800,29,10,2016,7,4,47,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
62335,California,804,9,7,2016,7,0,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
250250,Massachusetts,1064,21,9,2016,4,19,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470707,Tennessee,0,1,10,2016,7,19,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470836,Tennessee,0,15,11,2016,3,17,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130359,Georgia,0,10,4,2016,1,0,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482941,Texas,0,22,10,2016,7,0,47,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470080,Tennessee,0,14,2,2016,1,2,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
120144,Florida,2950,12,2,2016,6,5,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
340348,New Jersey,2130,6,8,2016,7,1,38,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370561,North Carolina,1940,11,6,2016,7,4,21,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
450695,South Carolina,0,3,10,2016,2,2,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
50299,Arkansas,1370,8,9,2016,5,20,51,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130637,Georgia,280,22,6,2016,4,3,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122231,Florida,1510,9,10,2016,1,1,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480442,Texas,3280,12,2,2016,6,23,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
483230,Texas,2450,9,12,2016,6,23,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470365,Tennessee,1620,4,6,2016,7,23,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
250272,Massachusetts,370,24,11,2016,5,2,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
63258,California,3260,3,12,2016,7,5,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
250025,Massachusetts,924,27,2,2016,7,18,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40093,Arizona,370,16,2,2016,3,0,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290191,Missouri,0,27,3,2016,1,0,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470203,Tennessee,1620,24,3,2016,5,1,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
420753,Pennsylvania,0,28,6,2016,3,6,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481361,Texas,3320,29,5,2016,1,22,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
320256,Nevada,0,22,10,2016,7,18,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480880,Texas,3760,8,4,2016,6,0,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121524,Florida,0,19,7,2016,3,23,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40399,Arizona,0,21,6,2016,3,20,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170003,Illinois,2460,1,1,2016,6,17,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260593,Michigan,0,5,9,2016,2,5,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130703,Georgia,0,11,7,2016,2,0,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400140,Oklahoma,3550,21,4,2016,5,3,51,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
63537,California,0,26,12,2016,2,19,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130260,Georgia,280,16,3,2016,4,1,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
160202,Idaho,0,10,11,2016,5,21,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340190,New Jersey,3504,12,6,2016,1,2,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481116,Texas,0,12,4,2016,3,8,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
121887,Florida,0,22,8,2016,2,21,21,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122039,Florida,0,21,9,2016,4,7,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400028,Oklahoma,3378,17,1,2016,1,14,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
410309,Oregon,0,26,9,2016,2,6,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360600,New York,818,3,8,2016,4,7,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130937,Georgia,0,6,9,2016,3,16,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
320027,Nevada,0,26,2,2016,6,9,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410053,Oregon,0,15,3,2016,3,11,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170590,Illinois,0,1,8,2016,2,13,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,3
371266,North Carolina,0,7,12,2016,4,12,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
371265,North Carolina,0,5,12,2016,2,11,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
270011,Minnesota,0,17,1,2016,1,7,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
310149,Nebraska,0,30,9,2016,6,13,31,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360622,New York,540,14,9,2016,4,8,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
310195,Nebraska,0,23,9,2016,6,16,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,3
450712,South Carolina,0,13,10,2016,5,17,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,4
450401,South Carolina,0,15,6,2016,4,9,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370326,North Carolina,0,9,4,2016,7,15,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
210482,Kentucky,0,3,9,2016,7,13,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280194,Mississippi,0,10,5,2016,3,11,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
190140,Iowa,0,20,6,2016,2,18,43,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40517,Arizona,0,30,8,2016,3,13,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10049,Alabama,0,14,2,2016,1,11,47,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61143,California,0,27,7,2016,4,9,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481678,Texas,0,2,7,2016,7,13,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61004,California,0,22,6,2016,4,5,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
490142,Utah,0,27,7,2016,4,18,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50419,Arkansas,0,21,12,2016,4,15,27,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170986,Illinois,0,2,12,2016,6,11,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360486,New York,3840,13,7,2016,4,12,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482834,Texas,0,30,10,2016,1,17,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
300055,Montana,0,14,5,2016,7,18,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260815,Michigan,4448,1,11,2016,3,11,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
400528,Oklahoma,0,21,11,2016,2,18,38,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280460,Mississippi,0,28,9,2016,4,16,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280366,Mississippi,0,30,7,2016,7,16,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
490124,Utah,0,6,7,2016,4,17,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400544,Oklahoma,0,29,9,2016,5,18,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220455,Louisiana,0,28,8,2016,1,7,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,3
40390,Arizona,0,27,6,2016,2,4,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290076,Missouri,0,18,2,2016,5,18,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170200,Illinois,0,1,4,2016,6,19,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
371010,North Carolina,0,19,10,2016,4,14,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
483395,Texas,2598,28,12,2016,4,13,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480431,Texas,0,21,1,2016,5,13,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60202,California,0,1,3,2016,3,2,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50348,Arkansas,2045,24,9,2016,7,16,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481831,Texas,50,6,7,2016,4,14,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280103,Mississippi,0,25,3,2016,6,11,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280486,Mississippi,0,8,10,2016,7,8,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
460058,South Dakota,0,14,8,2016,1,11,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280242,Mississippi,0,31,5,2016,3,14,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481836,Texas,0,27,7,2016,4,13,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
122076,Florida,0,25,9,2016,1,12,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
10047,Alabama,330,13,2,2016,7,0,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61521,California,3558,15,8,2016,2,9,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50031,Arkansas,2320,29,1,2016,6,23,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220254,Louisiana,1690,20,4,2016,4,21,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61818,California,4020,29,9,2016,5,6,27,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390515,Ohio,8120,21,6,2016,3,18,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61766,California,1716,1,9,2016,5,6,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260334,Michigan,1586,10,6,2016,6,23,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60171,California,1980,19,1,2016,3,6,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470699,Tennessee,1620,25,9,2016,1,3,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
190322,Iowa,0,23,11,2016,4,16,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360268,New York,4170,22,5,2016,1,20,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40294,Arizona,60,20,5,2016,6,3,39,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
350135,New Mexico,711,3,6,2016,6,5,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
60643,California,1560,4,2,2016,5,6,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60583,California,1305,19,3,2016,7,20,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61130,California,4070,5,4,2016,3,12,38,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482869,Texas,1730,12,6,2016,1,3,27,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130912,Georgia,3220,1,9,2016,5,4,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60783,California,1980,9,5,2016,2,2,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
80281,Colorado,0,27,7,2016,4,6,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10076,Alabama,0,11,3,2016,6,23,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240087,Maryland,0,13,4,2016,4,23,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481145,Texas,2450,13,5,2016,6,17,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481318,Texas,2590,23,5,2016,2,22,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
483525,Texas,990,23,10,2016,1,5,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370461,North Carolina,2150,17,5,2016,3,2,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390777,Ohio,8120,20,9,2016,3,1,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482617,Texas,1730,15,10,2016,7,23,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
90028,Connecticut,825,22,2,2016,2,0,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50219,Arkansas,3810,17,6,2016,6,18,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60649,California,1440,24,2,2016,4,9,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
60126,California,1260,5,2,2016,6,14,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470311,Tennessee,1620,7,5,2016,7,4,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340272,New Jersey,3370,17,7,2016,1,2,51,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470879,Tennessee,540,11,11,2016,6,13,47,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,3
50140,Arkansas,2320,28,4,2016,5,17,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480306,Texas,2190,10,2,2016,4,10,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
90249,Connecticut,222,2,7,2016,7,11,8,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240317,Maryland,0,16,10,2016,1,16,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
240194,Maryland,0,18,6,2016,7,1,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390724,Ohio,0,16,9,2016,6,15,46,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
60840,California,3150,20,4,2016,4,15,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260114,Michigan,2181,20,2,2016,7,3,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120362,Florida,0,15,3,2016,3,3,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
90001,Connecticut,810,6,1,2016,4,21,28,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481992,Texas,6090,8,8,2016,2,16,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121940,Florida,0,8,9,2016,5,2,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
190009,Iowa,0,19,1,2016,3,9,25,10,Cloudy,4,Snow,4,Snow,1
160227,Idaho,1860,18,12,2016,1,9,27,10,Cloudy,4,Snow,4,Snow,1
200009,Kansas,4900,11,1,2016,2,6,26,3,"Sleet, Hail",5,"Fog, Smog, Smoke",3,"Sleet, Hail",1
62394,California,0,4,11,2016,6,22,11,10,Cloudy,5,"Fog, Smog, Smoke",5,"Fog, Smog, Smoke",1
62204,California,0,8,12,2016,5,5,10,2,Rain,5,"Fog, Smog, Smoke",2,Rain,1
60694,California,0,13,3,2016,1,6,0,10,Cloudy,2,Rain,2,Rain,1
160077,Idaho,0,6,6,2016,2,20,31,7,"Blowing Sand, Soil, Dirt",2,Rain,2,Rain,1
60347,California,1980,6,3,2016,1,6,3,10,Cloudy,2,Rain,2,Rain,1
290873,Missouri,0,16,12,2016,6,7,16,5,"Fog, Smog, Smoke",8,Other,5,"Fog, Smog, Smoke",1
320257,Nevada,120,24,10,2016,2,6,13,2,Rain,10,Cloudy,2,Rain,1
480741,Texas,1730,26,3,2016,7,11,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530106,Washington,0,9,4,2016,7,2,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
63245,California,0,3,8,2016,4,3,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
320185,Nevada,0,17,9,2016,7,22,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
210670,Kentucky,0,26,11,2016,7,10,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130704,Georgia,4340,11,7,2016,2,13,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
62322,California,3412,9,9,2016,6,18,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61870,California,3870,11,9,2016,1,5,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
60727,California,1260,26,3,2016,7,19,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
450646,South Carolina,0,19,8,2016,6,5,38,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482679,Texas,3420,22,10,2016,7,10,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120489,Florida,0,15,2,2016,2,2,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360873,New York,4170,15,12,2016,5,1,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
490115,Utah,1240,6,6,2016,2,14,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
250202,Massachusetts,122,10,9,2016,7,17,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240162,Maryland,0,16,4,2016,7,19,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50155,Arkansas,1890,12,5,2016,5,17,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170838,Illinois,7380,22,10,2016,7,8,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480155,Texas,490,24,1,2016,1,22,3,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530408,Washington,1124,21,10,2016,6,2,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10136,Alabama,0,4,4,2016,2,2,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
