consecutive_number,state_name,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,number_of_fatalities
60606,California,0,5,5,2016,5,16,10,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
400294,Oklahoma,0,9,7,2016,7,19,13,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
10304,Alabama,0,5,6,2016,1,18,15,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
130923,Georgia,0,4,9,2016,1,20,10,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
270369,Minnesota,0,24,12,2016,7,7,50,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
180073,Indiana,4180,16,2,2016,3,12,48,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
400151,Oklahoma,0,30,3,2016,4,1,50,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
10498,Alabama,0,18,8,2016,5,14,23,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
170218,Illinois,0,8,4,2016,6,0,6,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,2
180036,Indiana,4810,25,1,2016,2,21,5,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
470468,Tennessee,0,6,7,2016,4,12,13,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
130916,Georgia,5530,1,9,2016,5,12,28,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
390924,Ohio,1680,30,10,2016,1,17,40,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,2
130007,Georgia,1280,1,1,2016,6,8,10,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
290296,Missouri,0,5,5,2016,5,19,4,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
240178,Maryland,0,3,6,2016,6,19,14,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
360828,New York,2540,3,12,2016,7,23,18,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
240410,Maryland,0,5,12,2016,2,9,2,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
60286,California,0,28,2,2016,1,7,45,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
60962,California,0,11,6,2016,7,18,56,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
360928,New York,5607,29,12,2016,5,2,26,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
550275,Wisconsin,0,19,7,2016,3,12,0,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
360783,New York,584,3,11,2016,5,23,30,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
470019,Tennessee,0,15,1,2016,6,99,99,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
540128,West Virginia,130,5,8,2016,6,4,57,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
540245,West Virginia,0,21,12,2016,4,15,0,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
130871,Georgia,0,22,8,2016,2,0,45,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,2
280334,Mississippi,0,9,7,2016,7,21,30,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
60747,California,0,5,6,2016,1,18,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
550330,Wisconsin,0,3,8,2016,4,23,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10820,Alabama,0,2,12,2016,6,16,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10181,Alabama,0,17,4,2016,1,22,21,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
550151,Wisconsin,0,8,5,2016,1,3,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530284,Washington,0,30,7,2016,7,21,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60441,California,0,27,3,2016,1,9,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10426,Alabama,0,1,5,2016,1,3,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10012,Alabama,1540,6,1,2016,4,14,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61164,California,0,2,8,2016,3,9,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61395,California,0,28,8,2016,1,20,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400163,Oklahoma,0,30,4,2016,7,5,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60435,California,0,7,4,2016,5,0,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400355,Oklahoma,0,21,8,2016,1,1,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
61509,California,0,20,8,2016,7,0,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61923,California,0,17,11,2016,5,99,99,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10319,Alabama,0,6,6,2016,2,20,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280205,Mississippi,0,14,5,2016,7,5,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
550304,Wisconsin,0,2,7,2016,7,0,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180444,Indiana,4820,10,8,2016,4,1,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180314,Indiana,2640,30,5,2016,2,4,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10715,Alabama,0,18,10,2016,3,19,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
270255,Minnesota,0,24,9,2016,7,0,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10368,Alabama,0,26,6,2016,1,99,99,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
62270,California,0,19,11,2016,7,99,99,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130584,Georgia,0,9,6,2016,5,2,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
62180,California,0,13,10,2016,5,0,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170177,Illinois,0,23,3,2016,4,18,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400149,Oklahoma,0,20,4,2016,4,19,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400360,Oklahoma,0,28,8,2016,1,4,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
62003,California,0,28,8,2016,1,0,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61142,California,0,26,7,2016,3,99,99,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10682,Alabama,0,18,10,2016,3,18,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61484,California,0,12,8,2016,6,18,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280473,Mississippi,0,3,10,2016,2,7,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280491,Mississippi,0,11,10,2016,3,11,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60935,California,0,11,5,2016,4,15,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
131107,Georgia,0,15,10,2016,7,15,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170780,Illinois,0,15,10,2016,7,6,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280560,Mississippi,0,21,11,2016,2,23,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
10705,Alabama,0,8,10,2016,7,2,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10735,Alabama,0,30,10,2016,1,2,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410378,Oregon,0,20,10,2016,5,22,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61261,California,0,12,5,2016,5,2,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60446,California,0,1,4,2016,6,20,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410248,Oregon,0,17,8,2016,4,4,38,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10703,Alabama,0,3,10,2016,2,23,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10732,Alabama,0,29,10,2016,7,3,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290748,Missouri,0,14,11,2016,2,15,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10194,Alabama,0,24,4,2016,1,14,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340312,New Jersey,0,1,8,2016,2,15,43,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340240,New Jersey,1264,14,7,2016,5,6,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340189,New Jersey,0,20,6,2016,2,8,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360448,New York,3220,17,7,2016,1,2,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
270179,Minnesota,4536,13,7,2016,4,1,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61951,California,0,20,10,2016,5,15,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340181,New Jersey,2130,28,5,2016,7,0,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340541,New Jersey,613,6,9,2016,3,4,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340117,New Jersey,2205,5,3,2016,7,21,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
400386,Oklahoma,0,27,8,2016,7,18,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240068,Maryland,0,29,3,2016,3,11,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180493,Indiana,1680,4,9,2016,1,19,3,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10114,Alabama,0,8,3,2016,3,16,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180099,Indiana,1180,2,3,2016,4,18,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410035,Oregon,0,21,2,2016,1,16,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
240478,Maryland,0,24,11,2016,5,15,8,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280435,Mississippi,0,12,9,2016,2,18,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530107,Washington,0,10,4,2016,1,10,31,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290295,Missouri,0,3,6,2016,6,13,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400178,Oklahoma,0,3,4,2016,1,13,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60859,California,0,5,6,2016,1,23,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410304,Oregon,0,10,8,2016,4,14,39,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61919,California,0,18,9,2016,1,7,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530103,Washington,0,5,4,2016,3,15,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340274,New Jersey,2617,22,7,2016,6,16,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10443,Alabama,0,22,7,2016,6,10,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400463,Oklahoma,0,18,10,2016,3,22,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
190082,Iowa,0,11,4,2016,2,15,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530225,Washington,0,2,6,2016,5,22,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360614,New York,4220,12,9,2016,2,22,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400493,Oklahoma,0,2,11,2016,4,20,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60149,California,0,28,2,2016,1,0,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10494,Alabama,0,15,8,2016,2,15,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360366,New York,6308,19,6,2016,1,4,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10432,Alabama,350,4,6,2016,7,15,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10456,Alabama,0,31,7,2016,1,8,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10410,Alabama,3111,2,7,2016,7,6,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240301,Maryland,0,2,10,2016,1,16,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
540157,West Virginia,106,16,9,2016,6,10,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
540078,West Virginia,1320,28,5,2016,7,15,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170108,Illinois,0,27,2,2016,7,2,28,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360791,New York,6120,9,11,2016,4,23,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400109,Oklahoma,0,25,3,2016,6,0,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170451,Illinois,0,25,6,2016,7,5,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340472,New Jersey,0,11,11,2016,6,22,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400272,Oklahoma,0,20,6,2016,2,21,28,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290075,Missouri,0,18,2,2016,5,14,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240093,Maryland,0,23,4,2016,7,15,37,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180703,Indiana,4840,27,11,2016,1,20,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530096,Washington,0,1,4,2016,6,12,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400245,Oklahoma,0,6,6,2016,2,13,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
270156,Minnesota,0,27,6,2016,2,9,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280526,Mississippi,1740,1,11,2016,3,11,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340564,New Jersey,0,8,12,2016,5,14,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410117,Oregon,0,30,4,2016,7,3,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280177,Mississippi,0,20,2,2016,7,22,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50328,Arkansas,0,24,9,2016,7,0,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240306,Maryland,0,10,9,2016,7,3,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390117,Ohio,0,12,3,2016,7,19,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130195,Georgia,0,28,2,2016,1,6,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340420,New Jersey,0,7,11,2016,2,15,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340041,New Jersey,1465,26,3,2016,7,2,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
470698,Tennessee,0,2,10,2016,1,6,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340526,New Jersey,0,3,12,2016,7,20,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360674,New York,4210,9,9,2016,6,21,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130571,Georgia,0,4,6,2016,7,3,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130950,Georgia,1320,9,9,2016,6,6,31,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10531,Alabama,0,27,8,2016,7,23,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
190290,Iowa,0,26,8,2016,6,3,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390180,Ohio,0,23,3,2016,4,21,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
190112,Iowa,0,27,5,2016,6,1,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470065,Tennessee,0,5,2,2016,6,5,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130882,Georgia,0,24,8,2016,4,21,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130158,Georgia,0,20,2,2016,7,21,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390157,Ohio,0,18,3,2016,6,20,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470326,Tennessee,0,22,5,2016,1,19,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470916,Tennessee,0,2,12,2016,6,12,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61856,California,0,31,8,2016,4,2,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
550466,Wisconsin,0,9,11,2016,4,21,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470251,Tennessee,0,19,4,2016,3,0,47,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60744,California,0,28,5,2016,7,15,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220605,Louisiana,0,25,11,2016,6,12,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10462,Alabama,0,3,8,2016,4,10,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180625,Indiana,160,31,10,2016,2,23,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220061,Louisiana,0,13,2,2016,7,23,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410155,Oregon,0,5,6,2016,1,3,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280592,Mississippi,0,18,9,2016,1,20,38,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410221,Oregon,0,1,6,2016,4,3,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180084,Indiana,2890,21,2,2016,1,20,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470524,Tennessee,0,30,7,2016,7,16,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
300056,Montana,0,17,5,2016,3,14,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
550245,Wisconsin,0,1,7,2016,6,21,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410194,Oregon,0,2,7,2016,7,23,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470549,Tennessee,0,17,7,2016,1,17,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170333,Illinois,0,5,6,2016,1,2,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61402,California,0,30,7,2016,7,23,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
270058,Minnesota,0,20,3,2016,1,20,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180195,Indiana,160,22,4,2016,6,23,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470571,Tennessee,0,15,8,2016,2,6,21,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280470,Mississippi,0,2,10,2016,1,12,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10320,Alabama,0,7,6,2016,3,9,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61310,California,0,25,7,2016,2,99,99,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530511,Washington,0,13,12,2016,3,7,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
280433,Mississippi,0,12,9,2016,2,6,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410305,Oregon,0,17,8,2016,4,20,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61970,California,0,15,9,2016,5,9,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470184,Tennessee,0,30,3,2016,4,15,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10297,Alabama,0,30,5,2016,2,12,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280286,Mississippi,0,19,6,2016,1,16,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10810,Alabama,0,29,11,2016,3,7,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10829,Alabama,0,9,6,2016,5,14,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280119,Mississippi,0,6,3,2016,1,7,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
450032,South Carolina,0,18,1,2016,2,4,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470786,Tennessee,0,23,10,2016,1,9,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470796,Tennessee,0,25,10,2016,3,9,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470415,Tennessee,0,20,6,2016,2,17,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10100,Alabama,0,29,2,2016,2,20,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
460004,South Dakota,0,19,1,2016,3,19,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50132,Arkansas,0,21,4,2016,5,10,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10526,Alabama,0,21,8,2016,1,16,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410212,Oregon,0,20,7,2016,4,16,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470900,Tennessee,0,14,12,2016,4,22,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
550145,Wisconsin,0,2,5,2016,2,6,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410428,Oregon,0,29,9,2016,5,23,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470436,Tennessee,0,30,6,2016,5,16,38,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180499,Indiana,3830,6,9,2016,3,1,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170251,Illinois,9630,23,4,2016,7,23,24,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
210481,Kentucky,0,3,9,2016,7,1,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470389,Tennessee,0,7,6,2016,3,21,47,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61972,California,0,20,10,2016,5,19,46,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10007,Alabama,530,1,1,2016,6,23,34,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130814,Georgia,0,8,8,2016,2,6,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
450388,South Carolina,0,19,6,2016,1,2,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220554,Louisiana,9898,18,11,2016,6,21,46,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470049,Tennessee,0,3,2,2016,4,19,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
131227,Georgia,0,9,11,2016,4,15,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
410412,Oregon,0,24,11,2016,5,16,13,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130564,Georgia,0,4,6,2016,7,19,56,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
280183,Mississippi,0,22,3,2016,3,19,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470552,Tennessee,0,6,8,2016,7,23,37,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470089,Tennessee,0,21,2,2016,1,3,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
240029,Maryland,0,4,2,2016,5,22,46,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130744,Georgia,0,19,7,2016,3,16,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61479,California,0,20,8,2016,7,23,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130091,Georgia,0,30,1,2016,7,22,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400002,Oklahoma,0,1,1,2016,6,1,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470530,Tennessee,0,30,7,2016,7,20,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290019,Missouri,0,16,1,2016,7,0,1,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290010,Missouri,0,2,1,2016,7,21,6,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
210430,Kentucky,0,12,8,2016,6,23,49,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400303,Oklahoma,0,5,7,2016,3,21,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
190136,Iowa,0,19,6,2016,1,23,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280594,Mississippi,0,7,12,2016,4,19,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470394,Tennessee,0,10,6,2016,6,99,99,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470390,Tennessee,0,16,3,2016,4,13,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390945,Ohio,0,13,11,2016,1,0,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10169,Alabama,0,2,4,2016,7,22,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180606,Indiana,3980,24,10,2016,2,3,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
50500,Arkansas,0,19,12,2016,2,17,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10067,Alabama,0,9,2,2016,3,14,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
210438,Kentucky,0,15,8,2016,2,17,1,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180461,Indiana,5230,15,7,2016,6,18,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
450024,South Carolina,0,16,1,2016,7,12,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290273,Missouri,0,22,5,2016,1,8,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180541,Indiana,380,25,9,2016,1,15,28,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
530207,Washington,0,25,6,2016,7,17,8,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
131408,Georgia,0,21,12,2016,4,18,3,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60656,California,0,16,4,2016,7,1,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
210539,Kentucky,0,11,9,2016,1,20,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
210093,Kentucky,0,1,3,2016,3,1,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180353,Indiana,2570,27,6,2016,2,0,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130607,Georgia,0,26,6,2016,1,0,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130051,Georgia,0,18,1,2016,2,19,3,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130628,Georgia,0,20,6,2016,2,3,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
470507,Tennessee,1700,15,7,2016,6,21,47,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
