,City Code,year_of_crash,month_of_crash,day_of_crash,hour_of_crash,minute_of_crash,atmospheric_conditions_name,atmospheric_conditions_1_name,atmospheric_conditions_2_name,number_of_fatalities
693,2210,2016,11,17,20,15,Clear,Clear,No Additional Atmospheric Conditions,1
694,2210,2016,11,21,21,9,Clear,Clear,No Additional Atmospheric Conditions,1
695,2210,2016,10,30,2,50,Clear,Clear,No Additional Atmospheric Conditions,1
696,2210,2016,10,29,21,7,Clear,Clear,No Additional Atmospheric Conditions,1
697,2210,2016,9,22,9,26,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
698,2210,2016,9,26,21,27,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
699,2210,2016,7,19,1,18,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
700,2210,2016,8,5,6,1,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
701,2210,2016,2,25,21,30,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
702,2210,2016,11,23,6,35,Rain,Rain,No Additional Atmospheric Conditions,1
703,2210,2016,5,20,23,57,Rain,Rain,No Additional Atmospheric Conditions,1
704,2210,2016,11,8,18,10,Rain,Rain,No Additional Atmospheric Conditions,1
705,2210,2016,11,20,16,58,Clear,Clear,No Additional Atmospheric Conditions,1
706,2210,2016,10,23,15,5,Clear,Clear,No Additional Atmospheric Conditions,1
707,2210,2016,12,15,18,30,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
708,2210,2016,8,19,19,0,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
709,2210,2016,7,14,6,18,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
710,2210,2016,10,12,22,44,Clear,Clear,No Additional Atmospheric Conditions,1
711,2210,2016,10,31,16,51,Clear,Clear,No Additional Atmospheric Conditions,1
712,2210,2016,1,18,5,37,Clear,Clear,No Additional Atmospheric Conditions,1
713,2210,2016,4,18,19,23,Clear,Clear,No Additional Atmospheric Conditions,1
714,2210,2016,9,25,2,15,Clear,Clear,No Additional Atmospheric Conditions,1
715,2210,2016,3,26,3,44,Clear,Clear,No Additional Atmospheric Conditions,2
716,2210,2016,2,26,0,1,Clear,Clear,No Additional Atmospheric Conditions,1
717,2210,2016,9,19,17,40,Clear,Clear,No Additional Atmospheric Conditions,1
718,2210,2016,11,12,22,4,Clear,Clear,No Additional Atmospheric Conditions,1
719,2210,2016,8,9,20,20,Clear,Clear,No Additional Atmospheric Conditions,1
720,2210,2016,5,19,19,23,Clear,Clear,No Additional Atmospheric Conditions,1
721,2210,2016,10,17,5,57,Clear,Clear,No Additional Atmospheric Conditions,1
722,2210,2016,8,1,10,37,Clear,Clear,No Additional Atmospheric Conditions,1
723,2210,2016,8,25,8,15,Clear,Clear,No Additional Atmospheric Conditions,1
724,2210,2016,7,25,10,30,Clear,Clear,No Additional Atmospheric Conditions,1
725,2210,2016,11,2,8,35,Clear,Clear,No Additional Atmospheric Conditions,1
726,2210,2016,3,21,20,49,Clear,Clear,No Additional Atmospheric Conditions,2
727,2210,2016,3,5,3,7,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
728,2210,2016,9,30,23,49,Cloudy,Cloudy,No Additional Atmospheric Conditions,2
729,2210,2016,2,23,19,1,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
730,2210,2016,3,31,19,42,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
731,2210,2016,11,18,18,12,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
732,2210,2016,3,30,7,11,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
733,2210,2016,3,22,22,13,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
734,2210,2016,3,21,20,58,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
735,2210,2016,11,23,19,26,Rain,Rain,No Additional Atmospheric Conditions,1
736,2210,2016,11,6,21,50,Clear,Clear,No Additional Atmospheric Conditions,1
737,2210,2016,12,23,23,46,Rain,Rain,No Additional Atmospheric Conditions,1
738,2210,2016,10,3,1,0,Clear,Clear,No Additional Atmospheric Conditions,1
739,2210,2016,10,22,0,24,Clear,Clear,No Additional Atmospheric Conditions,1
740,2210,2016,11,29,12,18,Clear,Clear,No Additional Atmospheric Conditions,1
741,2210,2016,5,10,2,22,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
742,2210,2016,3,30,23,16,Rain,Rain,No Additional Atmospheric Conditions,1
743,2210,2016,4,30,2,30,Clear,Clear,No Additional Atmospheric Conditions,1
744,2210,2016,6,25,4,42,Clear,Clear,No Additional Atmospheric Conditions,1
745,2210,2016,5,7,0,17,Clear,Clear,No Additional Atmospheric Conditions,1
746,2210,2016,2,3,5,40,Clear,Clear,No Additional Atmospheric Conditions,1
747,2210,2016,1,1,2,28,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
748,2210,2016,9,25,2,53,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
749,2210,2016,11,3,1,5,Cloudy,Cloudy,No Additional Atmospheric Conditions,2
750,2210,2016,5,4,2,0,Clear,Clear,No Additional Atmospheric Conditions,1
751,2210,2016,4,15,16,34,Clear,Clear,No Additional Atmospheric Conditions,1
752,2210,2016,8,24,21,45,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
753,2210,2016,8,4,19,57,Clear,Clear,No Additional Atmospheric Conditions,1
754,2210,2016,11,6,1,12,Clear,Clear,No Additional Atmospheric Conditions,1
755,2210,2016,3,4,21,3,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
756,2210,2016,10,18,21,9,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
757,2210,2016,9,17,6,19,Rain,Rain,No Additional Atmospheric Conditions,1
758,2210,2016,3,11,3,30,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
759,1670,2015,4,28,12,55,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
760,1670,2015,1,25,22,29,Other,Other,No Additional Atmospheric Conditions,1
761,1670,2015,12,28,6,40,"Sleet, Hail","Sleet, Hail",No Additional Atmospheric Conditions,1
762,1670,2015,1,19,1,41,Other,Other,No Additional Atmospheric Conditions,1
763,1670,2015,4,12,3,0,Not Reported,Not Reported,No Additional Atmospheric Conditions,1
764,1670,2015,7,31,4,30,Clear,Clear,No Additional Atmospheric Conditions,1
765,1670,2015,4,18,1,10,Clear,Clear,No Additional Atmospheric Conditions,1
766,1670,2015,3,19,12,53,Clear,Clear,No Additional Atmospheric Conditions,1
767,1670,2015,9,11,16,50,Clear,Clear,No Additional Atmospheric Conditions,1
768,1670,2015,10,3,3,58,Clear,Clear,No Additional Atmospheric Conditions,1
769,1670,2015,7,25,23,34,Clear,Clear,No Additional Atmospheric Conditions,1
770,1670,2015,12,3,22,29,Clear,Clear,No Additional Atmospheric Conditions,1
771,1670,2015,1,22,13,17,Clear,Clear,No Additional Atmospheric Conditions,1
772,1670,2015,9,21,20,22,Clear,Clear,No Additional Atmospheric Conditions,1
773,1670,2015,6,6,12,39,Clear,Clear,No Additional Atmospheric Conditions,1
774,1670,2015,3,6,20,20,Clear,Clear,No Additional Atmospheric Conditions,1
775,1670,2015,5,18,21,6,Clear,Clear,No Additional Atmospheric Conditions,1
776,1670,2015,8,19,23,35,Clear,Clear,No Additional Atmospheric Conditions,1
777,1670,2015,6,2,21,30,Clear,Clear,No Additional Atmospheric Conditions,1
778,1670,2015,12,24,21,50,Clear,Clear,No Additional Atmospheric Conditions,1
779,1670,2015,12,18,5,46,Clear,Clear,No Additional Atmospheric Conditions,1
780,1670,2015,6,10,14,17,Clear,Clear,No Additional Atmospheric Conditions,1
781,1670,2015,5,23,15,15,Clear,Clear,No Additional Atmospheric Conditions,1
782,1670,2015,10,4,18,52,Clear,Clear,No Additional Atmospheric Conditions,1
783,1670,2015,1,17,22,11,Clear,Clear,No Additional Atmospheric Conditions,2
784,1670,2015,5,22,7,22,Clear,Clear,No Additional Atmospheric Conditions,1
785,1670,2015,6,30,15,33,Clear,Clear,No Additional Atmospheric Conditions,1
786,1670,2015,1,2,13,40,Clear,Clear,No Additional Atmospheric Conditions,1
787,1670,2015,10,19,22,25,Clear,Clear,No Additional Atmospheric Conditions,1
788,1670,2015,4,27,0,45,Clear,Clear,No Additional Atmospheric Conditions,1
789,1670,2015,1,16,6,20,Clear,Clear,No Additional Atmospheric Conditions,1
790,1670,2015,5,25,17,3,Clear,Clear,No Additional Atmospheric Conditions,1
791,1670,2015,7,23,16,45,Clear,Clear,No Additional Atmospheric Conditions,1
792,1670,2015,4,26,21,56,Clear,Clear,No Additional Atmospheric Conditions,1
793,1670,2015,5,5,13,7,Clear,Clear,No Additional Atmospheric Conditions,1
794,1670,2015,8,18,15,20,Clear,Clear,No Additional Atmospheric Conditions,1
795,1670,2015,3,6,16,54,Clear,Clear,No Additional Atmospheric Conditions,3
796,1670,2015,3,12,13,44,Clear,Clear,No Additional Atmospheric Conditions,1
797,1670,2015,9,21,10,40,Clear,Clear,No Additional Atmospheric Conditions,1
798,1670,2015,6,2,17,0,Clear,Clear,No Additional Atmospheric Conditions,1
799,1670,2015,3,5,13,20,Clear,Clear,No Additional Atmospheric Conditions,1
800,1670,2015,9,2,13,30,Clear,Clear,No Additional Atmospheric Conditions,1
801,1670,2015,1,1,2,43,Clear,Clear,No Additional Atmospheric Conditions,1
802,1670,2015,10,26,9,48,Clear,Clear,No Additional Atmospheric Conditions,1
803,1670,2015,12,6,23,20,Clear,Clear,No Additional Atmospheric Conditions,1
804,1670,2015,9,15,19,21,Clear,Clear,No Additional Atmospheric Conditions,1
805,1670,2015,7,29,4,35,Clear,Clear,No Additional Atmospheric Conditions,1
806,1670,2015,4,5,13,30,Clear,Clear,No Additional Atmospheric Conditions,1
807,1670,2015,8,20,13,55,Clear,Clear,No Additional Atmospheric Conditions,1
808,1670,2015,12,12,17,18,Clear,Clear,No Additional Atmospheric Conditions,1
809,1670,2015,7,18,3,22,Clear,Clear,No Additional Atmospheric Conditions,1
810,1670,2015,7,20,13,15,Clear,Clear,No Additional Atmospheric Conditions,1
811,1670,2015,5,1,0,25,Clear,Clear,No Additional Atmospheric Conditions,1
812,1670,2015,4,23,3,29,Clear,Clear,No Additional Atmospheric Conditions,1
813,1670,2015,4,13,20,33,Clear,Clear,No Additional Atmospheric Conditions,1
814,1670,2015,9,20,2,54,Clear,Clear,No Additional Atmospheric Conditions,1
815,1670,2015,2,27,14,0,Clear,Clear,No Additional Atmospheric Conditions,1
816,1670,2015,8,24,14,0,Clear,Clear,No Additional Atmospheric Conditions,1
817,1670,2015,2,22,2,13,Clear,Clear,No Additional Atmospheric Conditions,1
818,1670,2015,8,8,15,58,Clear,Clear,No Additional Atmospheric Conditions,1
819,1670,2015,9,2,2,33,Clear,Clear,No Additional Atmospheric Conditions,1
820,1670,2015,3,29,5,13,Clear,Clear,No Additional Atmospheric Conditions,2
821,1670,2015,8,29,1,40,Clear,Clear,No Additional Atmospheric Conditions,1
822,1670,2015,11,4,7,25,Clear,Clear,No Additional Atmospheric Conditions,1
823,1670,2015,5,17,10,23,Clear,Clear,No Additional Atmospheric Conditions,1
824,1670,2015,10,30,15,1,Clear,Clear,No Additional Atmospheric Conditions,1
825,1670,2015,8,2,0,0,Clear,Clear,No Additional Atmospheric Conditions,1
826,1670,2015,8,28,19,9,Clear,Clear,No Additional Atmospheric Conditions,1
827,1670,2015,8,24,19,34,Clear,Clear,No Additional Atmospheric Conditions,2
828,1670,2015,4,12,14,27,Clear,Clear,No Additional Atmospheric Conditions,1
829,1670,2015,6,24,1,55,Clear,Clear,No Additional Atmospheric Conditions,1
830,1670,2015,8,13,23,20,Clear,Clear,No Additional Atmospheric Conditions,1
831,1670,2015,4,29,5,35,Clear,Clear,No Additional Atmospheric Conditions,1
832,1670,2015,3,27,16,5,Clear,Clear,No Additional Atmospheric Conditions,1
833,1670,2015,10,14,12,42,Clear,Clear,No Additional Atmospheric Conditions,1
834,1670,2015,9,17,16,10,Clear,Clear,No Additional Atmospheric Conditions,1
835,1670,2015,8,31,0,37,Clear,Clear,No Additional Atmospheric Conditions,1
836,1670,2015,7,1,5,39,Clear,Clear,No Additional Atmospheric Conditions,1
837,1670,2015,9,2,19,23,Clear,Clear,No Additional Atmospheric Conditions,1
838,1670,2015,8,15,20,30,Clear,Clear,No Additional Atmospheric Conditions,1
839,1670,2015,11,24,3,0,Clear,Clear,No Additional Atmospheric Conditions,1
840,1670,2015,12,1,23,20,Clear,Clear,No Additional Atmospheric Conditions,2
841,1670,2015,8,16,5,53,Clear,Clear,No Additional Atmospheric Conditions,1
842,1670,2015,1,31,0,47,Clear,Clear,No Additional Atmospheric Conditions,1
843,1670,2015,3,7,6,10,Clear,Clear,No Additional Atmospheric Conditions,1
844,1670,2015,9,3,12,5,Clear,Clear,No Additional Atmospheric Conditions,1
845,1670,2015,6,7,14,19,Clear,Clear,No Additional Atmospheric Conditions,2
846,1670,2015,5,22,23,0,Clear,Clear,No Additional Atmospheric Conditions,1
847,1670,2015,4,15,12,22,Clear,Clear,No Additional Atmospheric Conditions,1
848,1670,2015,9,28,17,10,Clear,Clear,No Additional Atmospheric Conditions,1
849,1670,2015,7,11,13,51,Clear,Clear,No Additional Atmospheric Conditions,1
850,1670,2015,4,18,15,45,Clear,Clear,No Additional Atmospheric Conditions,1
851,1670,2015,9,7,2,13,Clear,Clear,No Additional Atmospheric Conditions,1
852,1670,2015,7,15,0,58,Clear,Clear,No Additional Atmospheric Conditions,1
853,1670,2015,1,20,10,4,Clear,Clear,No Additional Atmospheric Conditions,1
854,1670,2015,8,7,4,52,Clear,Clear,No Additional Atmospheric Conditions,1
855,1670,2015,4,4,3,39,Clear,Clear,No Additional Atmospheric Conditions,1
856,1670,2015,6,17,10,56,Rain,Rain,No Additional Atmospheric Conditions,1
857,1670,2015,5,10,2,30,Rain,Rain,No Additional Atmospheric Conditions,1
858,1670,2015,12,28,19,0,Rain,Rain,No Additional Atmospheric Conditions,1
859,1670,2015,8,18,22,15,Rain,Rain,No Additional Atmospheric Conditions,1
860,1670,2015,9,19,4,10,Rain,Rain,No Additional Atmospheric Conditions,1
861,1670,2015,11,27,0,29,Rain,Rain,No Additional Atmospheric Conditions,1
862,1670,2015,4,9,3,13,Rain,Rain,No Additional Atmospheric Conditions,1
863,1670,2015,6,11,22,5,Rain,Rain,No Additional Atmospheric Conditions,1
864,1670,2015,7,17,2,30,Rain,Rain,No Additional Atmospheric Conditions,1
865,1670,2015,11,12,10,30,Snow,Snow,No Additional Atmospheric Conditions,1
866,1670,2015,12,5,4,5,"Fog, Smog, Smoke","Fog, Smog, Smoke",No Additional Atmospheric Conditions,1
867,1670,2015,12,5,3,5,"Fog, Smog, Smoke","Fog, Smog, Smoke",No Additional Atmospheric Conditions,1
868,1670,2015,12,4,20,20,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
869,1670,2015,12,12,12,50,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
870,1670,2015,2,4,1,14,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
871,1670,2015,10,1,20,42,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
872,1670,2015,6,20,16,52,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
873,1670,2016,4,9,0,38,Snow,Snow,No Additional Atmospheric Conditions,1
874,1670,2016,7,25,10,53,Clear,Clear,No Additional Atmospheric Conditions,1
875,1670,2016,12,4,2,56,Clear,Clear,No Additional Atmospheric Conditions,2
876,1670,2016,10,2,9,30,Clear,Clear,No Additional Atmospheric Conditions,1
877,1670,2016,5,6,7,37,Clear,Clear,No Additional Atmospheric Conditions,1
878,1670,2016,12,3,21,40,Clear,Clear,No Additional Atmospheric Conditions,1
879,1670,2016,2,13,6,50,Clear,Clear,No Additional Atmospheric Conditions,1
880,1670,2016,12,3,23,55,Clear,Clear,No Additional Atmospheric Conditions,1
881,1670,2016,4,16,8,40,Clear,Clear,No Additional Atmospheric Conditions,1
882,1670,2016,10,2,17,30,Clear,Clear,No Additional Atmospheric Conditions,1
883,1670,2016,1,1,1,21,Clear,Clear,No Additional Atmospheric Conditions,1
884,1670,2016,7,24,2,46,Clear,Clear,No Additional Atmospheric Conditions,2
885,1670,2016,2,15,1,20,Clear,Clear,No Additional Atmospheric Conditions,1
886,1670,2016,11,11,1,55,Clear,Clear,No Additional Atmospheric Conditions,1
887,1670,2016,6,25,19,0,Clear,Clear,No Additional Atmospheric Conditions,1
888,1670,2016,8,22,16,46,Clear,Clear,No Additional Atmospheric Conditions,1
889,1670,2016,10,8,16,28,Clear,Clear,No Additional Atmospheric Conditions,1
890,1670,2016,5,29,1,32,Clear,Clear,No Additional Atmospheric Conditions,1
891,1670,2016,8,14,21,42,Clear,Clear,No Additional Atmospheric Conditions,1
892,1670,2016,9,15,7,15,Clear,Clear,No Additional Atmospheric Conditions,1
893,1670,2016,5,6,22,26,Clear,Clear,No Additional Atmospheric Conditions,1
894,1670,2016,3,5,8,25,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
895,1670,2016,1,20,6,40,Snow,Snow,No Additional Atmospheric Conditions,1
896,1670,2016,10,3,22,17,Clear,Clear,No Additional Atmospheric Conditions,3
897,1670,2016,5,30,20,8,Clear,Clear,No Additional Atmospheric Conditions,1
898,1670,2016,10,5,5,20,Clear,Clear,No Additional Atmospheric Conditions,1
899,1670,2016,10,23,3,53,Clear,Clear,No Additional Atmospheric Conditions,1
900,1670,2016,3,4,15,10,Clear,Clear,No Additional Atmospheric Conditions,1
901,1670,2016,6,18,20,29,Clear,Clear,No Additional Atmospheric Conditions,1
902,1670,2016,9,14,14,59,Clear,Clear,No Additional Atmospheric Conditions,1
903,1670,2016,5,5,21,32,Clear,Clear,No Additional Atmospheric Conditions,1
904,1670,2016,8,10,18,41,Clear,Clear,No Additional Atmospheric Conditions,1
905,1670,2016,6,12,19,28,Clear,Clear,No Additional Atmospheric Conditions,1
906,1670,2016,3,1,20,5,Clear,Clear,No Additional Atmospheric Conditions,1
907,1670,2016,10,29,10,48,Clear,Clear,No Additional Atmospheric Conditions,1
908,1670,2016,2,23,14,30,Clear,Clear,No Additional Atmospheric Conditions,1
909,1670,2016,7,20,6,35,Clear,Clear,No Additional Atmospheric Conditions,1
910,1670,2016,2,3,6,5,Clear,Clear,No Additional Atmospheric Conditions,1
911,1670,2016,12,22,14,29,Clear,Clear,No Additional Atmospheric Conditions,1
912,1670,2016,5,28,23,10,Clear,Clear,No Additional Atmospheric Conditions,1
913,1670,2016,11,13,16,5,Clear,Clear,No Additional Atmospheric Conditions,1
914,1670,2016,1,12,11,54,Clear,Clear,No Additional Atmospheric Conditions,1
915,1670,2016,11,30,10,27,Clear,Clear,No Additional Atmospheric Conditions,1
916,1670,2016,11,20,4,1,Clear,Clear,No Additional Atmospheric Conditions,1
917,1670,2016,3,6,0,18,Clear,Clear,No Additional Atmospheric Conditions,1
918,1670,2016,2,7,4,19,Clear,Clear,No Additional Atmospheric Conditions,1
919,1670,2016,8,28,0,38,Clear,Clear,No Additional Atmospheric Conditions,1
920,1670,2016,1,22,17,20,Clear,Clear,No Additional Atmospheric Conditions,1
921,1670,2016,2,21,5,20,Clear,Clear,No Additional Atmospheric Conditions,1
922,1670,2016,5,27,7,47,Clear,Clear,No Additional Atmospheric Conditions,1
923,1670,2016,7,22,16,13,Clear,Clear,No Additional Atmospheric Conditions,1
924,1670,2016,3,12,18,3,Clear,Clear,No Additional Atmospheric Conditions,1
925,1670,2016,5,11,1,26,"Fog, Smog, Smoke","Fog, Smog, Smoke",No Additional Atmospheric Conditions,1
926,1670,2016,11,14,10,20,Clear,Clear,No Additional Atmospheric Conditions,1
927,1670,2016,1,19,14,8,Clear,Clear,No Additional Atmospheric Conditions,1
928,1670,2016,8,20,20,45,Clear,Clear,No Additional Atmospheric Conditions,1
929,1670,2016,8,23,7,5,Clear,Clear,No Additional Atmospheric Conditions,1
930,1670,2016,2,19,17,24,Clear,Clear,No Additional Atmospheric Conditions,1
931,1670,2016,12,30,13,48,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
932,1670,2016,4,30,23,15,Rain,Rain,No Additional Atmospheric Conditions,1
933,1670,2016,4,6,15,51,Rain,Rain,No Additional Atmospheric Conditions,1
934,1670,2016,4,30,22,47,Rain,Rain,No Additional Atmospheric Conditions,1
935,1670,2016,1,8,17,0,Rain,Rain,No Additional Atmospheric Conditions,1
936,1670,2016,11,24,21,41,Clear,Clear,No Additional Atmospheric Conditions,1
937,1670,2016,9,26,7,50,Clear,Clear,No Additional Atmospheric Conditions,1
938,1670,2016,8,16,8,15,Clear,Clear,No Additional Atmospheric Conditions,1
939,1670,2016,8,17,22,23,Clear,Clear,No Additional Atmospheric Conditions,1
940,1670,2016,6,15,17,25,Clear,Clear,No Additional Atmospheric Conditions,1
941,1670,2016,7,1,8,59,Clear,Clear,No Additional Atmospheric Conditions,1
942,1670,2016,8,23,6,5,Clear,Clear,No Additional Atmospheric Conditions,1
943,1670,2016,1,11,9,45,Clear,Clear,No Additional Atmospheric Conditions,1
944,1670,2016,3,19,19,50,Clear,Clear,No Additional Atmospheric Conditions,1
945,1670,2016,7,1,11,10,Clear,Clear,No Additional Atmospheric Conditions,2
946,1670,2016,12,9,9,50,Clear,Clear,No Additional Atmospheric Conditions,1
947,1670,2016,6,21,16,28,Clear,Clear,No Additional Atmospheric Conditions,1
948,1670,2016,7,16,3,23,Clear,Clear,No Additional Atmospheric Conditions,1
949,1670,2016,6,16,5,55,Clear,Clear,No Additional Atmospheric Conditions,1
950,1670,2016,7,3,4,33,Clear,Clear,No Additional Atmospheric Conditions,1
951,1670,2016,5,29,1,25,Clear,Clear,No Additional Atmospheric Conditions,1
952,1670,2016,7,5,23,43,Clear,Clear,No Additional Atmospheric Conditions,1
953,1670,2016,5,23,12,5,Clear,Clear,No Additional Atmospheric Conditions,1
954,1670,2016,5,24,22,30,Clear,Clear,No Additional Atmospheric Conditions,1
955,1670,2016,2,21,0,6,Clear,Clear,No Additional Atmospheric Conditions,1
956,1670,2016,9,4,19,56,Clear,Clear,No Additional Atmospheric Conditions,1
957,1670,2016,11,6,7,44,Clear,Clear,No Additional Atmospheric Conditions,1
958,1670,2016,9,23,17,5,Clear,Clear,No Additional Atmospheric Conditions,1
959,1670,2016,8,14,19,0,Clear,Clear,No Additional Atmospheric Conditions,1
960,1670,2016,11,3,4,0,Clear,Clear,No Additional Atmospheric Conditions,1
961,1670,2016,8,18,21,33,Clear,Clear,No Additional Atmospheric Conditions,1
962,1670,2016,7,22,13,51,Clear,Clear,No Additional Atmospheric Conditions,1
963,1670,2016,8,14,19,4,Clear,Clear,No Additional Atmospheric Conditions,1
964,1670,2016,5,7,1,15,Clear,Clear,No Additional Atmospheric Conditions,1
965,1670,2016,8,2,17,42,Unknown,Unknown,No Additional Atmospheric Conditions,1
966,1670,2016,8,25,15,14,Clear,Clear,No Additional Atmospheric Conditions,1
967,1670,2016,6,17,19,11,Clear,Clear,No Additional Atmospheric Conditions,1
968,1670,2016,1,18,19,25,Clear,Clear,No Additional Atmospheric Conditions,1
969,1670,2016,6,5,7,4,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
970,1670,2016,5,3,16,38,Clear,Clear,No Additional Atmospheric Conditions,1
971,1670,2016,5,19,22,25,Clear,Clear,No Additional Atmospheric Conditions,1
972,1670,2016,10,29,13,57,Clear,Clear,No Additional Atmospheric Conditions,1
973,1670,2016,1,16,4,36,Clear,Clear,No Additional Atmospheric Conditions,1
974,1670,2016,6,2,21,45,Clear,Clear,No Additional Atmospheric Conditions,1
975,1670,2016,1,1,3,10,Clear,Clear,No Additional Atmospheric Conditions,1
976,1670,2016,1,9,3,0,"Fog, Smog, Smoke","Fog, Smog, Smoke",No Additional Atmospheric Conditions,1
977,1670,2016,10,28,23,20,Clear,Clear,No Additional Atmospheric Conditions,1
978,1670,2016,3,10,6,50,Clear,Clear,No Additional Atmospheric Conditions,1
979,1670,2016,4,23,2,45,Clear,Clear,No Additional Atmospheric Conditions,1
980,1670,2016,6,27,13,30,Clear,Clear,No Additional Atmospheric Conditions,1
981,1670,2016,5,8,5,25,Clear,Clear,No Additional Atmospheric Conditions,1
982,1670,2016,5,20,10,0,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
983,1670,2016,10,4,19,26,Cloudy,Cloudy,No Additional Atmospheric Conditions,1
984,1670,2016,7,17,23,40,Rain,Rain,No Additional Atmospheric Conditions,1
985,1670,2016,1,13,14,50,"Sleet, Hail","Sleet, Hail",No Additional Atmospheric Conditions,1
986,1670,2016,11,21,11,10,Clear,Clear,No Additional Atmospheric Conditions,1
987,1670,2016,1,22,22,58,Clear,Clear,No Additional Atmospheric Conditions,1
988,1670,2016,8,26,21,42,Unknown,Unknown,No Additional Atmospheric Conditions,1
989,1260,2015,8,16,0,40,Severe Crosswinds,Severe Crosswinds,No Additional Atmospheric Conditions,1
990,1260,2015,9,30,16,10,Clear,Clear,No Additional Atmospheric Conditions,1
991,1260,2015,1,3,0,5,Clear,Clear,No Additional Atmospheric Conditions,1
992,1260,2015,8,31,4,45,Clear,Clear,No Additional Atmospheric Conditions,1
993,1260,2015,8,8,21,20,Clear,Clear,No Additional Atmospheric Conditions,1
994,1260,2015,8,22,20,55,Clear,Clear,No Additional Atmospheric Conditions,1
995,1260,2015,8,17,23,0,Clear,Clear,No Additional Atmospheric Conditions,1
996,1260,2015,12,5,21,20,Clear,Clear,No Additional Atmospheric Conditions,1
997,1260,2015,9,2,23,20,Clear,Clear,No Additional Atmospheric Conditions,1
998,1260,2015,1,22,19,0,Clear,Clear,No Additional Atmospheric Conditions,1
999,1260,2015,7,3,21,2,Clear,Clear,No Additional Atmospheric Conditions,1
1000,1260,2015,8,22,5,40,Clear,Clear,No Additional Atmospheric Conditions,1
1001,1260,2015,9,7,21,0,Clear,Clear,No Additional Atmospheric Conditions,1
1002,1260,2015,8,9,3,52,Clear,Clear,No Additional Atmospheric Conditions,1
1003,1260,2015,7,16,5,27,Clear,Clear,No Additional Atmospheric Conditions,1
1004,1260,2015,8,4,23,0,Clear,Clear,No Additional Atmospheric Conditions,1
1005,1260,2015,8,2,4,40,Clear,Clear,No Additional Atmospheric Conditions,1
1006,1260,2015,11,8,17,50,Clear,Clear,No Additional Atmospheric Conditions,1
1007,1260,2015,8,4,3,20,Clear,Clear,No Additional Atmospheric Conditions,1
1008,1260,2015,3,13,20,45,Clear,Clear,No Additional Atmospheric Conditions,1
1009,1260,2015,11,1,16,20,Clear,Clear,No Additional Atmospheric Conditions,1
1010,1260,2015,10,11,22,51,Clear,Clear,No Additional Atmospheric Conditions,2
1011,1260,2015,6,2,18,37,Clear,Clear,No Additional Atmospheric Conditions,1
1012,1260,2015,4,17,20,48,Clear,Clear,No Additional Atmospheric Conditions,1
1013,1260,2015,7,17,23,40,Clear,Clear,No Additional Atmospheric Conditions,1
1014,1260,2015,4,4,10,10,Clear,Clear,No Additional Atmospheric Conditions,1
1015,1260,2015,8,15,22,25,Clear,Clear,No Additional Atmospheric Conditions,1
1016,1260,2015,4,4,17,9,Clear,Clear,No Additional Atmospheric Conditions,1
1017,1260,2015,4,26,3,0,Clear,Clear,No Additional Atmospheric Conditions,1
1018,1260,2015,4,2,2,30,Clear,Clear,No Additional Atmospheric Conditions,1
1019,1260,2015,1,27,14,56,Clear,Clear,No Additional Atmospheric Conditions,1
1020,1260,2015,8,16,21,0,Clear,Clear,No Additional Atmospheric Conditions,1
1021,1260,2015,4,18,19,50,Clear,Clear,No Additional Atmospheric Conditions,1
1022,1260,2015,6,15,13,45,Clear,Clear,No Additional Atmospheric Conditions,1
1023,1260,2015,8,28,21,5,Clear,Clear,No Additional Atmospheric Conditions,1
1024,1260,2015,7,2,21,55,Clear,Clear,No Additional Atmospheric Conditions,1
